Tag,qid_highest,Highest_Question_Rating,qid_lowest,Lowest_Question_Rating
nsnotifications,876795,2,690326,0
nsnumber,915341,3,719417,0
nsobject,871340,0,871340,0
nsoperation,830218,3,830218,3
nsoutlineview,649366,1,957344,0
nspopupbuttoncell,928014,1,928014,1
nssortdescriptor,850711,0,850711,0
nssound,896331,0,896331,0
nssplitview,925020,0,925020,0
nsstring,749631,3,703549,-2
nstablecolumn,735996,1,735996,1
nstableview,844933,2,900908,0
nstabview,959485,0,959485,0
nstextfield,827014,2,590713,0
nstextstorage,678620,4,678620,4
nstextview,754591,3,578483,1
nstimer,891569,2,599084,0
nstokenfield,851459,0,851459,0
nstoolbar,933697,0,933697,0
nstreecontroller,957344,0,957344,0
nsurl,706691,1,705448,0
nsurlconnection,670056,3,732798,0
nsuserdefaults,772538,3,898301,0
nsview,841551,2,848796,0
nswindow,852875,1,946184,0
nsxml,780220,0,780220,0
nsxmlparser,687197,0,687197,0
nt,913440,2,929492,1
nt4,833293,0,833293,0
ntestdox,577518,0,577518,0
ntfs,764549,8,601547,0
nth-child,738266,0,738266,0
ntlm,655445,2,576850,0
ntp,606761,4,601887,1
null,585219,24,648065,-3
null-cast,887581,1,887581,1
null-coalescing-operator,827454,8,655762,1
null-pointer,669742,5,641328,4
null-uniqueidentifier,841610,1,841610,1
nullable,785358,8,585774,0
nullable-types,876632,6,876632,6
nullabletypes,865916,4,601114,0
nullif,857866,0,857866,0
nullpointerexception,650719,0,650719,0
nullreferenceexception,733383,1,733383,1
nullreferencexception,585480,4,583859,0
nulls,614093,1,614093,1
nullset,707658,0,707658,0
nullvalue,570688,1,570688,1
numa,632131,0,632131,0
number,715251,15,692286,-3
number-pad,803548,2,803548,2
numberfield,760081,1,760081,1
numberformat,894805,4,582151,0
numbers,849142,6,598952,-12
numeric,610641,3,608221,0
numeric-array,878692,1,878692,1
numeric-ranges,712460,2,712460,2
numerical,895929,4,620428,0
numerical-analysis,636686,5,599619,2
numerical-integration,599619,2,599619,2
numerical-methods,599619,2,581186,1
numericupdown,571074,0,571074,0
numpy,772124,5,620428,0
nunit,666941,6,569447,0
nunit-2û5,832515,2,639913,0
nunit-console,782780,3,782780,3
nusoap,704608,0,704608,0
nutch,567810,1,928433,0
nvarchar,612430,3,777118,0
nvelocity,699094,2,568215,0
nvidia,665688,3,782500,0
nyromodal,850777,1,705534,0
o,750902,0,750902,0
o-notation,842242,3,904156,1
o3d,796672,1,796672,1
oauth,670398,6,665630,0
obejct-oriented-design,848802,0,848802,0
obfuscated,800172,0,800172,0
obfuscation,748780,17,583427,0
obj,775648,1,757145,0
object,698536,6,720644,-1
object-comparison,617757,3,617757,3
object-construction,926752,1,926752,1
object-context,675625,0,675625,0
object-database,879093,1,879093,1
object-design,659148,2,659148,2
object-detection,942094,0,942094,0
object-expected,893775,0,893775,0
object-factory,953723,1,953723,1
object-file,806451,1,806451,1
object-initializers,620484,1,620484,1
object-lifetime,759274,3,817958,0
object-literal,921789,1,921789,1
object-model,777933,3,862348,1
object-oriented,645493,7,575191,0
object-oriented-design,622664,22,957515,-3
object-persistence,667891,3,843408,-2
object-pooling,893041,3,853067,0
object-reference,617118,4,711920,0
object-relational-mapping,635366,4,662231,-1
object-relational-model,593258,3,593258,3
object-role-modeling,960603,2,960603,2
object-tag,750220,1,576772,0
objectarx,856973,0,856973,0
objectdataprovider,613410,1,573241,-1
objectdatasouce,925490,0,925490,0
objectdatasource,797601,3,616804,0
objectdisposedexception,810495,2,797426,0
objective-c,844658,27,837745,-9
objective-c++,740989,2,823285,0
objective-c-runtime,811022,3,855456,0
objective-j,891331,0,891331,0
objectpool,789132,5,789132,5
objectquery,924091,0,924091,0
objects,621616,5,808621,-2
obout,826031,1,592668,0
obscure,708428,10,902062,3
observablecollection,806548,4,594610,-1
observer,769430,6,605629,0
observers,955155,3,955155,3
obsolescence,744478,12,615906,1
obsolete,577132,7,635291,2
obtain,713277,1,713277,1
oc4j,644707,1,621626,0
ocaml,779800,9,578192,0
occasionallyconnected,640907,1,640907,1
occlusion,690192,6,690192,6
occupation,775391,6,931146,1
ocd,766238,3,766238,3
oci,679684,1,591467,0
ocmock,697108,3,697108,3
ocp,657987,8,608755,0
ocr,591574,4,574923,0
ocracoke,723960,0,723960,0
octal,850341,3,850341,3
octave,662548,1,607751,0
ocunit,947365,0,947365,0
ocx,595385,1,569218,0
odbc,564265,3,823140,-2
odbc-bridge,732264,3,732264,3
odd,694763,0,694763,0
odd-behaviour,583191,2,757408,0
odd-requirments,939971,0,939971,0
oddity,712334,2,712334,2
odf,949171,1,949171,1
odpûnet,857059,1,581509,0
of,811478,0,811478,0
ofbiz,594798,-1,594798,-1
off-screen,865636,2,865636,2
off-topic,588932,0,583302,-4
office,811246,56,569874,0
office-2003,926561,1,606537,0
office-2007,685160,4,610151,-2
office-2007ûnet,888454,0,888454,0
office-automation,658678,0,658678,0
office-interop,701602,1,604930,0
office-politics,652615,0,652615,0
offline,723017,4,628773,0
offline-mode,791412,2,640907,1
offset,615813,1,693255,0
offsetwidth,637358,1,637358,1
offshoring,822781,2,822781,2
offsite,867625,1,867625,1
offtopic,895296,40,942680,-7
ofstream,887689,4,621670,0
oftype,689411,1,918217,0
ogg,810872,1,865188,0
oggvorbis,738541,1,738541,1
ognl,610320,0,610320,0
ogre3d,920829,3,608903,0
ohm,839076,3,839076,3
oid,725837,0,725837,0
olap,736731,2,629799,0
old-books,887258,0,887258,0
ole,839243,2,663447,0
oledb,698334,4,577349,0
oledbcommand,625668,0,625668,0
oledbconnection,626984,2,898513,1
oledbexception,762076,1,762076,1
olson-database,661848,0,661848,0
oltp,868247,1,868247,1
oma,709750,0,709750,0
oma-dm,709750,0,709750,0
omb,666014,2,666014,2
omg,824068,3,824068,3
omnicomplete,908388,1,877206,0
omnicppcomplete,877206,0,877206,0
omnifunc,877206,0,877206,0
omr,675077,1,675077,1
on-screen-keyboard,717155,1,717155,1
on-the-fly,781805,4,671402,0
onbeforepost,838546,2,838546,2
onbeforeunload,941889,3,821481,0
onblur,742837,2,731816,0
onchange,895358,1,634736,0
oncheckedchanged,919550,1,919550,1
onclick,662434,4,732553,0
onclientclick,704753,0,704753,0
ondemand,797479,0,797479,0
one,912865,-3,912865,-3
one-liner,735021,11,660624,0
one-to-many,709790,4,666812,0
one-to-one,774825,1,772086,-1
oneclick,646409,0,646409,0
oneliner,827738,1,613007,0
onenote,783187,0,783187,0
onerror,600253,0,600253,0
onetoone,670741,1,670741,1
onexception,960280,0,960280,0
onkeypress,763210,3,818092,0
online,597303,2,625552,0
online-judge,929001,0,929001,0
online-resources,853514,22,784169,0
online-storage,568792,2,568792,2
online-store,954093,1,954093,1
online-tools,615549,3,615549,3
online-video,716313,-5,716313,-5
onlinebanking,616212,1,616212,1
onload,594935,2,568625,0
onload-event,946518,4,946518,4
onmousedown,688385,0,688385,0
onmousemove,618933,1,570582,0
onmouseover,757088,0,757088,0
onmycommand,779245,1,779245,1
onpageloadstring,889564,0,889564,0
onpaint,837565,2,599436,0
onpreinit,582250,2,582250,2
onselect,887696,0,887696,0
onstart,667260,3,667260,3
onsubmit,798340,3,593141,1
ontime,887223,0,887223,0
ontologies,727449,1,727449,1
ontology,569657,1,569657,1
onunload,803887,1,839780,0
onvalidating,581990,0,581990,0
oo,601329,3,901702,0
oo-design,712990,2,959193,1
ooad,628950,5,694270,0
ood,747913,6,736148,0
oodb,572846,0,572846,0
oodbms,757037,7,732665,0
oolong,601690,2,601690,2
oom,658609,2,658609,2
oome,844050,1,844050,1
ooobasic,956307,3,956307,3
oop,594698,16,824799,-7
oops,617336,4,617336,4
ooxml,858232,0,858232,0
opacity,637921,3,652286,0
opc,845475,0,845475,0
opcode,944443,2,608361,0
opcode-cache,930877,0,930877,0
opcodes,935103,0,935103,0
open,596306,4,924900,0
open-basedir,709870,0,709870,0
open-classes,887616,1,887616,1
open-discussion,743510,2,743510,2
open-ended,653228,6,751746,3
open-esb,816835,2,816835,2
open-flash-chart,695726,2,695726,2
open-gl,766303,0,766303,0
open-group,663409,0,663409,0
open-mobile-alliance,709750,0,709750,0
open-search,840712,1,840712,1
open-source,722210,33,722350,-6
open-source-awareness,744700,2,744700,2
open-source-contributing,645843,0,645843,0
open-source-contribution,646278,2,645639,0
open-source-contributor,645034,2,645034,2
open-uri,592863,1,592863,1
open-xml-sdk,824056,0,824056,0
openable,650739,1,650739,1
openaccess,670137,1,670137,1
openafs,816366,1,816366,1
openal,907137,3,688480,1
openbd,853006,0,853006,0
openbsd,577160,0,577160,0
opencl,780978,0,780978,0
opencms,709376,5,743281,1
opencobol,845461,3,845461,3
opencv,801054,3,677517,0
openedge,590445,0,590445,0
openfiledialog,930816,2,667049,0
openfire,846699,0,846699,0
openframeworks,682517,0,682517,0
opengl,928233,9,615899,-4
opengl-to-opengles-conve,582879,1,582879,1
opengles,811567,11,586417,0
openid,696210,10,822709,-3
openid-selector,573352,2,762520,0
openid2,781102,1,781102,1
openinfowindowhtml,721526,2,721526,2
openjdk,578165,1,578165,1
openjpa,576659,3,792741,0
openlaszlo,790614,1,694484,0
openlayers,772684,1,632141,0
openldap,767429,1,702998,0
openmicroblogging,666014,2,666014,2
openmp,615264,6,671902,0
openmpi,775357,1,775357,1
opennetcf,588325,1,899328,0
openoffice,625241,2,588588,0
openofficeûorg,760121,6,611044,0
openquery,830293,0,830293,0
openrowset,753211,1,743412,0
openscenegraph,720578,8,595790,0
opensocial,694283,2,678097,0
opensolaris,736772,2,581799,0
openssh,570450,6,622903,0
openssl,652916,2,590441,0
openstreetmap,925164,2,906799,0
opensuse,772003,0,772003,0
opentools,580983,3,580983,3
opentype,895596,2,895596,2
opentypefont,872569,0,872569,0
openx,631964,0,631964,0
openxml,922273,3,592189,0
opera,644903,5,645840,0
operating,735104,0,735104,0
operating-system,801604,8,645627,-5
operating-systems,838206,4,883421,-1
operation,819643,0,819643,0
operation-aborted,778983,2,831844,1
operationcontract,633090,1,633090,1
operations,704454,2,801117,1
operator,784929,9,574495,-9
operator-overload,776960,2,776960,2
operator-overloading,675556,8,774784,-1
operator-precedence,767799,1,776512,0
operators,808062,19,856230,-1
opinion,750779,8,700087,-1
opos,794162,0,794162,0
optical-drive,586727,4,586727,4
optimisation,772179,3,718508,0
optimistic,671081,2,709038,1
optimistic-locking,699138,1,854937,0
optimization,643032,54,660628,-1
optimizations,628685,1,628685,1
optimize,929712,3,588914,0
optimizer,944492,10,768543,0
optimizing,954412,0,954412,0
optimum,826206,3,826206,3
option,624647,5,823730,0
option-infer,667851,1,667851,1
option-strict,635342,6,876207,0
optional,884014,2,884014,2
optional-parameters,690599,4,664678,0
options,642648,5,873752,0
optparse,883679,2,716006,0
opusscript,872902,0,872902,0
or-designer,782643,2,791187,0
or-mapper,910993,0,910993,0
ora-01031,830378,1,830378,1
ora-08177,785765,0,785765,0
ora-12547,781634,0,781634,0
ora-12560,565912,0,565912,0
oracle,761204,24,595072,-5
oracle-11g,669051,0,669051,0
oracle-coherence,885496,0,885496,0
oracle-express,906541,0,906541,0
oracle-spatial,587863,0,587863,0
oracle-text,571758,1,571758,1
oracle-xe,705823,0,705823,0
oracle10g,585090,12,776720,-1
oracle10g-express,950670,0,950670,0
oracle11g,740119,0,740119,0
oracle9i,922923,1,819204,0
oracleapplications,739840,1,570090,0
oracleclient,771739,1,703595,0
oraclecommand,848637,0,848637,0
oracleexception,918142,0,918142,0
oracleforms,886597,1,563589,0
oracleinternals,587035,1,587035,1
oracleportal,635562,0,635562,0
oraclexe,760821,0,760821,0
orbital-mechanics,595596,0,595596,0
orbited,691916,2,708894,0
orca,668122,3,886842,0
orchestration,606158,0,606158,0
order,681881,8,944213,-1
order-by,820552,3,610056,0
order-of-operations,936904,7,668032,1
orderby,604729,1,686547,0
ordered-list,677655,2,882726,0
ordereddictionary,719744,0,719744,0
ordering,859536,5,684425,0
ordinal,739241,2,739241,2
ordinals,649644,1,649644,1
org,816472,0,816472,0
org-mode,698562,1,698562,1
organization,956996,13,834040,0
organizing,690033,20,776602,0
orientation,769285,2,639617,0
orkut,852099,0,729733,-1
orm,580383,6,877950,-1
orphaned-process,632148,1,632148,1
orthogonal,688240,0,688240,0
orthogonality,633878,0,633878,0
orthographic,665653,1,665653,1
os,564043,9,767920,-4
os-agnostic,717636,2,714100,0
os-x,855319,0,855319,0
osdev,668216,3,668216,3
oses,903327,0,903327,0
osg,595790,0,595790,0
osgi,732886,7,603618,0
osi,681326,1,681326,1
osisoft,602656,1,602656,1
osk,717155,1,717155,1
oslo,676664,2,676664,2
oss,640805,10,640805,10
ostream,673240,3,772355,0
ostringstream,624260,6,835590,2
osx,880560,8,832442,-4
osûsystem,682799,2,682799,2
other,927113,0,927113,0
other-peoples-bugs,575290,3,575290,3
otp,769466,2,769466,2
out,901194,0,901194,0
out-of-band,589928,1,589928,1
out-of-memory,704181,2,658016,0
out-of-process,626987,1,626987,1
out-of-support,743618,2,743618,2
out-parameters,705093,2,821322,1
outargument,836437,2,836437,2
outdated,683504,9,763492,3
outer,746217,0,746217,0
outer-join,821222,3,658259,0
outgoing-mail,873702,0,873702,0
outliers,741396,1,741396,1
outline,878766,3,665425,0
outline-mode,641045,1,641045,1
outlook,577904,8,720469,-4
outlook-object-model,699963,0,699963,0
outlook-vba,886106,0,886106,0
outlook2003,589254,0,589254,0
outlook2007,698556,2,613534,-1
outlookaddin,589439,2,644581,0
outofmemory,787578,1,787578,1
outofmemoryerror,708861,5,612634,0
outofmemoryexception,836199,5,709399,1
outofrangeexception,598796,1,598796,1
output,717410,5,571411,-1
output-buffering,619557,4,658040,0
output-device,816482,2,816482,2
output-parameter,834124,3,852444,0
output-redirect,731509,1,731509,1
outputcache,880937,2,564403,0
outputs,815903,1,815903,1
outputstream,825732,2,825732,2
outsourcing,746213,8,602327,0
overengineering,750112,30,595877,3
overflow,860550,8,690412,0
overhead,927403,5,565997,0
overkill,912761,3,912761,3
overlap,723476,2,566574,0
overlay,843506,2,629408,0
overload,916594,3,614790,1
overloading,644461,6,574495,-9
override,888235,8,602590,0
overriding,623680,8,736579,0
overtime,878181,13,785510,1
overview,697076,2,839460,1
overwrite,709914,7,592067,0
overwriting,837864,0,837864,0
owa,620018,1,620018,1
owasp,764565,2,944020,0
owl,842801,1,914267,-1
owner,755073,1,842938,0
owner-drawn,696485,0,696485,0
ownerdrawn,894607,0,894607,0
ownership,749724,5,729415,0
oxite,602015,0,602015,0
p-invoke,635839,2,635839,2
p2p,737560,5,652817,0
p4,564580,1,564580,1
p4git,800281,1,786909,0
p4merge,866262,1,866262,1
pabbrev,822195,3,822195,3
pabx,661963,0,661963,0
pack,657897,5,776789,2
pack-unpack,686378,2,686378,2
pack-uri,857732,0,857732,0
package,706026,3,626267,0
package-explorer,797615,1,797615,1
package-management,621251,2,621251,2
package-managers,616231,2,597716,0
packagemaker,640701,1,641359,0
packages,709036,7,741651,-1
packaging,598299,8,610350,0
packet,605013,2,666864,0
packet-capture,695057,2,742024,1
packetfu,775302,1,775302,1
packets,769045,1,931471,0
packing,845324,5,668226,0
pacman,918758,2,622375,0
pad,582151,0,582151,0
padding,568561,2,607198,0
page,651696,3,606386,-2
page-break,881842,0,881842,0
page-init,940440,1,940440,1
page-layout,760081,1,760081,1
page-lifecycle,760912,10,597700,0
page-load,807878,2,619795,0
page-replacement,765650,0,765650,0
page-setup,670060,0,670060,0
pagebreak,907680,2,622404,0
pagefunction,642531,1,642531,1
pageload,666422,1,851979,0
pagemethod,611245,1,611245,1
pagemethods,579024,3,573193,0
pageparserfilter,584362,1,584362,1
pagerank,619241,8,821749,-1
pagerequestmanager,596645,1,588778,0
pages,876902,2,757847,0
pagination,776448,15,610932,0
paging,581440,3,612003,0
paint,597369,3,901489,0
painting,646527,2,757131,0
pair,791841,1,903107,0
pair-programming,668158,20,882661,1
pairs,909454,1,909454,1
palette,832932,4,832932,4
palindrome,659752,37,723830,0
palm,575072,1,820229,0
palm-os,796083,1,756962,0
pam,804676,0,804676,0
pan,584463,2,777262,0
panel,743070,3,590099,0
panel-visibile-problem,905650,0,905650,0
panels,695458,2,913835,1
panels-default-button,700231,0,700231,0
panic,566587,2,689276,1
paperclip,620809,1,635136,0
papervision3d,665094,1,691705,0
par,596173,3,596173,3
paradigms,944977,8,727349,0
paradox,608917,0,608917,0
paragraph,845390,6,907313,4
parallel,589765,5,832253,0
parallel-inheritance,696350,7,696350,7
parallel-port,693319,1,695387,0
parallel-processing,592934,20,612076,-2
parallel-programming,569481,3,569481,3
parallelism,844261,1,844261,1
parallelization,590105,2,590105,2
parallels,675588,0,675588,0
paralysis,749400,13,749400,13
param,872375,0,872375,0
parameter,624647,5,601881,0
parameter-binding,776673,0,776673,0
parameter-passing,896943,4,642977,0
parameter-sniffing,866722,1,866722,1
parameterbinding,609943,1,609943,1
parameterized,675430,3,613776,0
parameters,772053,9,860367,-2
parameters-mvc,637519,0,637519,0
paramiko,760978,2,850749,1
params,786740,4,603582,0
params-keyword,601219,4,761104,1
parasoft,828671,2,828671,2
paredit,913449,2,913449,2
parent,869807,1,618992,0
parent-child,679100,2,597311,0
parental-filter,924449,0,924449,0
parentheses,719476,2,719476,2
parents,665617,1,665617,1
pari,947445,0,947445,0
parody,705845,11,706494,0
parrot,705659,2,705659,2
parse,773340,13,723218,-4
parse-error,726801,1,726801,1
parse-recdescent,951608,1,724495,0
parseint,808262,0,808262,0
parser,921792,7,564084,0
parser-generator,672577,2,952648,0
parsers,713559,5,599188,0
parsing,928563,45,808621,-2
part,687189,0,687189,0
part-time,732714,0,732714,0
partcover,702071,1,684485,0
parted,775580,0,775580,0
partial,926761,4,647385,0
partial-builds,847092,3,847092,3
partial-classes,928219,2,603995,0
partial-mocks,806073,0,806073,0
partial-page-refresh,654918,1,654918,1
partial-postback,914276,0,914276,0
partial-specialization,600978,1,600978,1
partial-trust,742318,0,742318,0
partial-views,912755,4,767917,0
partialcaching,880937,2,880937,2
partials,765845,4,626457,0
particle,901885,0,901885,0
partition,813130,0,813130,0
partitioning,838344,5,666374,0
partitions,758338,1,758338,1
party,936892,4,936892,4
pascal,591678,2,668885,0
pass,960660,2,960660,2
pass-by-name,838079,3,838079,3
pass-by-reference,600651,10,578635,0
pass-by-value,795160,3,713610,0
passenger,623205,6,582201,0
passion,764190,7,830372,5
passive-view,619701,3,911817,0
passphrase,575157,3,575157,3
passthru,767295,0,767295,0
passwd,799325,2,799325,2
password,674904,18,903347,-2
password-attack,567300,0,567300,0
password-complexity,831063,0,831063,0
password-hash,741805,1,741805,1
password-policy,713611,1,584964,0
password-protection,662723,3,801115,0
password-recovery,922804,1,731142,0
password-retrieval,891766,0,891766,0
password-storage,606282,2,606282,2
passwordbox,935769,1,935769,1
passwords,615704,18,653304,-1
paste,733679,4,582524,0
pastebin,833887,1,833887,1
pasteboard,598587,0,598587,0
patch,760383,4,766197,0
patches,597739,2,597739,2
patent,702818,-2,702818,-2
patents,613396,29,766059,1
path,687173,7,565026,0
path-finding,623095,2,745942,1
path-manipulation,804735,1,804735,1
pathfinding,735523,6,709959,0
pathping,633627,0,633627,0
paths,788550,4,759247,-2
patricia,674494,0,674494,0
patricia-trie,794601,1,794601,1
pattern,648170,3,596991,0
pattern-matching,711941,7,570899,0
pattern-recognition,618360,1,618360,1
patternrecognition,939708,5,939708,5
patterns,889227,13,592356,0
patterns-and-practices,840715,7,633477,0
pattren,926562,0,926562,0
paul-graham,749317,4,749317,4
pause,736989,1,787047,0
pay,806298,2,806298,2
payload,753440,2,594545,1
payment,672159,7,731261,-1
payment-gateway,647412,2,619036,0
payments,738396,2,738396,2
paypal,638114,4,783834,-1
paypal-subscriptions,567282,2,897971,0
pbcopy,639896,0,639896,0
pbx,700350,0,700350,0
pc,598892,-2,598892,-2
pcap,600087,2,681011,0
pcdata,857876,8,857876,8
pch,645747,-1,645747,-1
pci,708965,1,684610,-2
pci-configuration,778121,0,778121,0
pcl,632933,1,664330,0
pcm,585868,2,704069,0
pcode,615834,0,615834,0
pcre,816085,3,571571,0
pda,574984,0,574984,0
pdb,866721,4,627523,0
pdbstr,694665,0,694665,0
pdf,756127,7,617993,-6
pdf-form,640063,1,640063,1
pdf-generation,633780,2,578303,0
pdf-parsing,773193,2,752886,0
pdf-reader,905683,0,905683,0
pdf-to-html,956508,2,956508,2
pdfa,569129,0,569129,0
pdflatex,797648,3,721572,0
pdflib,954148,2,767149,-4
pdfsharp,604218,0,604218,0
pdftex,785579,1,785579,1
pdo,833510,4,564298,0
pdt,599325,1,668623,0
pe,791553,2,717641,0
pe-kind,885965,0,885965,0
pear,628838,1,596644,0
pebkac,886395,0,886395,0
pecl,683864,1,591637,0
pedal-shortcuts,762033,10,762033,10
pedantic,859943,2,859943,2
peek,844847,0,844847,0
peer-review,679621,22,608137,1
peer-to-peer,737560,5,652817,0
pem,723368,4,723368,4
pen,740244,0,740244,0
pen-tablet,752121,2,752121,2
pen-testing,725536,0,725536,0
pentaho,854270,2,894156,0
people,712890,6,866769,0
people-skills,580385,5,877260,0
peoplesoft,571741,0,571741,0
peopleware,882755,63,882755,63
pep8,648299,1,648299,1
percent,764991,0,764991,0
percentage,838558,3,567743,0
perception,833667,1,833667,1
perceptron,843124,1,645375,0
perfmon,603354,1,582415,0
perfomance,697941,3,855244,0
perforce,638842,5,609261,0
perforce-branch-spec,596194,1,596194,1
perforce-client-spec,596194,1,596194,1
perforce-integrate,596194,1,596194,1
performance,577554,44,831528,-4
performance-comparison,577554,44,635159,-4
performance-monitor,582415,0,582415,0
performance-monitoring,669845,5,669845,5
performance-testing,779311,3,779311,3
performance-tuning,623939,8,835565,-3
performancecounter,634144,5,649122,-3
performancepoint,642738,1,686409,0
performence,702581,0,702581,0
perimeter,705091,0,705091,0
periodic,692384,1,692384,1
periodically,695416,1,758916,0
peripherals,916668,1,916296,0
perl,746082,39,682695,-5
perl-gd,695173,0,695173,0
perl-lwp,814475,0,814475,0
perl-module,607282,8,607282,8
perl-moose,651237,5,621876,4
perl-xs,725963,9,725963,9
perl4,797993,1,797993,1
perl6,713144,3,766480,1
perldoc,844625,1,844625,1
perltk,611111,4,914293,2
permalinks,869594,0,869594,0
permgen,697336,4,697336,4
permission,604450,3,601294,0
permission-denied,727948,1,634067,0
permissions,791488,6,605874,-3
permutation,635768,6,758176,-1
permutations,856770,0,856770,0
persist,714885,0,714885,0
persistance,662986,2,708786,0
persistence,746812,19,799043,-1
persistence-ignorance,905498,2,905866,1
persistence-unit,742004,0,742004,0
persistent,849717,0,849717,0
personal,656981,39,661870,0
personal-development,724715,26,937522,-4
personal-growth,626059,7,626059,7
personal-info,657401,2,657401,2
personal-project,825280,9,784857,1
personality,651459,-15,651459,-15
personalization,668056,0,668056,0
perspectivecamera,709039,0,709039,0
perspectives,630112,1,681986,0
perstûnet,776645,3,776645,3
pervasive,632317,2,632317,2
pessimistic,671081,2,671081,2
pet-project,601759,8,588461,1
pets,865204,0,865204,0
peverify,760196,0,760196,0
pex,779477,1,779477,1
pfx,670586,2,749654,0
pg-dump,602730,1,602730,1
pgm,571648,0,571648,0
pgp,787398,4,826323,0
pgsql,887862,0,887862,0
pharlap,764623,0,764623,0
pharo,574873,3,913551,1
phd,669757,10,886373,0
philosophical,708040,7,625955,0
philosophy,736370,17,590254,-4
phing,623079,1,749357,0
phishing,815220,0,815220,0
phishingfilter,606411,0,606411,0
phobos,693672,10,928993,3
phoenix,876841,2,876841,2
phone,744227,7,591430,0
phone-number,650396,2,650396,2
phone-numbers,870701,2,870701,2
phonecalls,910028,2,910028,2
phonegap,773843,2,744648,0
phonetics,673617,3,871332,1
phonon,578021,0,578021,0
photo,846199,2,750077,-1
photo-gallery,715138,0,715138,0
photo-management,692952,1,692952,1
photobucket,840637,0,840637,0
photograph,662638,4,662638,4
photos,703542,1,619390,0
photoshop,717020,5,728546,-7
php,746082,39,741552,-10
php-capabilities,713086,0,713086,0
php-cli,729070,1,692208,0
php-extension,678026,2,798497,0
php-form-processing,846020,0,846020,0
php-mode,898063,1,898063,1
php-modules,840747,1,840747,1
php-pdo,883365,1,719514,0
php-safe-mode,802721,0,802721,0
php-soapclient,941709,0,941709,0
php4,745806,2,610124,0
php5,607560,9,871874,-1
php5û3,716703,4,888064,1
php6,832995,7,849761,0
phpbb,630027,1,628156,0
phpbb3,839352,0,839352,0
phpdoc,624869,1,778564,0
phpdocumentor,871038,0,871038,0
phped,746366,4,793209,0
phpinfo,872825,0,872825,0
phpmailer,735891,2,728324,0
phpmyadmin,747954,4,571500,0
phpunit,899390,2,569369,0
phpûini,786542,1,664332,0
phusion,623205,6,582201,0
phxsoftware,670187,0,670187,0
physical-design,745966,0,745966,0
physics,580035,24,809669,-2
pia,846927,1,882799,0
pic,800674,6,687641,1
pic18,603313,3,603313,3
piccolo,703150,1,703150,1
picker,727792,1,625398,0
picking,592699,1,592699,1
pickle,620844,3,694192,0
picocontainer,852579,3,852579,3
picture,893616,1,663973,-3
picturebox,566245,1,570582,0
picturegallery,669455,0,669455,0
pictures,657676,3,708186,0
pid,568271,5,637771,0
pie,931807,2,931807,2
piglatin,851351,0,851351,0
pil,662638,4,608854,0
pimpl-idiom,825018,6,617726,1
pin,893637,0,893637,0
pinax,624827,9,704426,0
ping,733418,4,780238,-2
pingback,746135,4,746135,4
pinvoke,647236,5,606048,0
pip,643756,1,643756,1
pipe,899764,4,730193,0
pipeline,699737,1,650760,0
pipes,712494,6,564363,0
pipes-filters,679027,2,679027,2
piracy,949954,5,862993,0
piracy-prevention,846309,4,862993,0
piracy-protection,903157,1,903157,1
pisa,787287,0,787287,0
pitfalls,695811,13,662560,0
pivot,649802,4,565897,0
pivot-table,716683,1,725300,0
pivotaltracker,803895,0,803895,0
pivottable,726152,0,726152,0
pixel,761003,2,694095,0
pixel-bender,659476,1,659476,1
pixel-fonts,826185,0,826185,0
pixel-format,848943,1,848943,1
pixels,925118,1,611427,0
pkcs#11,812894,0,812894,0
pkcs#12,673604,1,663890,0
pkcs#8,809590,1,809590,1
pkcs11,804676,0,804676,0
pkcs7,579035,0,579035,0
pkg-resources,599205,1,599205,1
pki,885005,1,578310,0
pl-sql,644975,4,653705,0
placeholder,830304,0,830304,0
plagiarism,686874,0,686874,0
plaintext,952268,3,952268,3
plan,724516,1,724516,1
planet,840675,3,840675,3
planning,838393,7,699761,0
planning-game,838393,7,838393,7
plasma,915633,0,915633,0
plasmoid,794759,0,794759,0
plasticscm,694766,2,694766,2
platform,672159,7,611888,0
platform-agnostic,700947,5,756555,0
platform-builder,851531,0,851531,0
platform-independent,919970,4,910995,1
platform-sdk,771868,1,771868,1
platform-specific,597138,1,597138,1
platformbuilder,851531,0,851531,0
play,742537,1,593928,0
playback,803219,1,577724,0
player,787870,2,651512,0
playing,605407,0,605407,0
playlist,708825,1,708825,1
playsound,876679,1,876679,1
playstation,720173,1,720173,1
plc,757543,0,757543,0
plesk,565628,1,579180,0
plinq,857107,2,922563,1
plist,803918,3,576606,0
plone,865382,3,619862,0
plone3,619862,0,619862,0
plot,567305,6,607751,0
plotting,701429,2,606815,0
ploymorphism,886977,3,886977,3
plpgsql,683842,4,751420,0
plsql,576802,3,953001,-2
plt-scheme,765484,3,941817,1
plug-and-play,630894,1,630894,1
plug-in,742091,1,792256,0
plugin,708527,6,894386,-1
plugin-development,655006,2,594297,0
plugins,934500,11,566447,0
plumbing,599341,1,599341,1
plumtree,617777,0,617777,0
ply,841159,1,841159,1
plzsendtehcodez,961104,1,897173,-5
pmd,587538,4,589855,1
pmtu,900697,0,900697,0
png,697682,6,714685,-1
png-24,870690,1,867929,0
png-8,775732,0,775732,0
png-hack,703277,2,883413,0
pngbitmapencoder,944744,1,944744,1
pocketpc,735707,3,611888,0
poco,725348,13,639938,0
