Tag,aid_highest,Highest_Answer_Rating,aid_lowest,Lowest_Answer_Rating
nssortdescriptor,850936,2,850936,2
nssound,896373,1,896373,1
nssplitview,925320,0,925320,0
nsstring,881377,11,956364,-2
nstablecolumn,736095,2,736095,2
nstableview,620652,5,599760,0
nstabview,959561,2,959637,0
nstextfield,670739,4,684588,-2
nstextstorage,678986,2,678719,1
nstextview,580344,2,908332,-1
nstimer,599096,4,599162,0
nstokenfield,852006,0,852006,0
nstoolbar,955783,0,955783,0
nstreecontroller,958591,1,958591,1
nsurl,733098,3,705462,-1
nsurlconnection,623855,6,734387,0
nsuserdefaults,898120,8,898706,-1
nsview,823006,4,577042,0
nswindow,946203,4,852923,-1
nsxml,780237,1,780237,1
nsxmlparser,932751,4,935552,-1
nt,913479,2,913464,0
nt4,833312,2,833323,1
ntestdox,644865,1,644865,1
ntfs,764636,7,605167,0
nth-child,738275,2,738289,0
ntlm,635118,3,652970,-1
ntp,606764,8,601891,0
null,585236,33,663339,-3
null-cast,887598,2,887610,1
null-coalescing-operator,770201,13,827470,-1
null-pointer,669774,6,641340,0
null-uniqueidentifier,841846,1,841846,1
nullable,785365,17,785377,-11
nullable-types,876644,11,876706,0
nullabletypes,916567,3,601120,0
nullif,857938,2,857900,-1
nullpointerexception,734875,5,650863,0
nullreferenceexception,733397,8,733484,-1
nullreferencexception,585495,6,577028,0
nulls,614103,2,614147,1
nullset,707669,3,707669,3
nullvalue,771320,5,570780,0
numa,632173,1,632165,0
number,818956,25,814977,-1
number-pad,806265,0,806265,0
numberfield,852827,0,773467,-1
numberformat,951703,4,899290,0
numbers,565645,15,901739,-3
numeric,893681,14,608318,0
numeric-array,878714,1,878714,1
numeric-ranges,712483,6,712486,0
numerical,872723,7,895931,-2
numerical-analysis,599632,5,636717,0
numerical-integration,599632,5,599623,1
numerical-methods,581254,5,599623,1
numericupdown,571097,3,571100,0
numpy,695858,7,910981,-1
nunit,921339,10,623561,-2
nunit-2û5,639963,2,639998,0
nunit-console,782797,1,782797,1
nusoap,735998,1,734060,0
nutch,568562,2,568607,0
nvarchar,862802,3,642508,0
nvelocity,699117,4,574098,0
nvidia,826874,4,940070,-1
nyromodal,856445,2,851199,0
o,750913,1,750913,1
o-notation,842251,19,842284,0
o3d,796877,2,796697,1
oauth,802744,8,826666,-1
obejct-oriented-design,848835,2,848825,1
obfuscated,800183,3,801438,1
obfuscation,748802,31,584844,-4
obj,757186,2,775779,1
object,581100,21,691860,-1
object-comparison,617764,6,617800,3
object-construction,926795,18,929693,1
object-context,675646,1,677696,0
object-database,879186,3,879186,3
object-design,659177,2,659162,0
object-detection,942184,3,942128,0
object-expected,893789,3,894185,-1
object-factory,953860,2,953788,1
object-file,806493,3,840066,0
object-initializers,620499,2,620512,1
object-lifetime,759294,4,713924,1
object-literal,921808,2,921807,1
object-model,777975,2,951390,0
object-oriented,926795,18,653448,-3
object-oriented-design,730045,27,613657,-5
object-persistence,808837,3,668487,0
object-pooling,893198,5,882414,0
object-reference,711926,4,619000,-1
object-relational-mapping,947412,9,635377,0
object-relational-model,593268,3,593331,1
object-role-modeling,960641,0,960641,0
object-tag,576785,2,679095,0
objectarx,857033,0,857033,0
objectdataprovider,573351,1,573389,0
objectdatasouce,925871,0,925871,0
objectdatasource,831237,2,584014,0
objectdisposedexception,810503,3,797446,0
objective-c,649024,43,715174,-7
objective-c++,740992,6,742414,0
objective-c-runtime,811051,2,855907,0
objective-j,894213,0,894213,0
objectpool,789169,13,799829,0
objectquery,924492,1,924492,1
objects,683081,17,865975,-4
obout,826514,1,627935,0
obscure,708469,31,937155,0
observablecollection,670579,6,586557,0
observer,769442,13,769757,-1
observers,955178,1,955178,1
obsolescence,744543,14,615953,0
obsolete,755823,10,662063,0
obtain,713283,1,713283,1
oc4j,644755,1,952869,0
ocaml,780144,28,692884,-1
occasionallyconnected,640919,2,640917,1
occlusion,690239,5,690317,0
occupation,775426,23,775467,0
ocd,766249,7,766247,0
oci,680074,2,591501,0
ocmock,786158,1,786158,1
ocp,658020,10,658033,-1
ocr,842995,4,789629,-2
ocracoke,723969,1,723969,1
octal,850346,14,850679,0
octave,609966,1,666281,0
ocunit,951144,0,951144,0
ocx,597638,1,569302,0
odbc,886325,6,688463,-1
odbc-bridge,732283,4,732283,4
odd,694784,6,694776,0
odd-behaviour,583231,3,583250,0
odd-requirments,939998,4,940108,1
oddity,712349,17,712613,-1
odf,950025,1,950025,1
odpûnet,828418,3,598991,0
of,812220,0,812220,0
ofbiz,672409,0,672409,0
off-screen,865664,3,865928,0
off-topic,588952,4,583311,1
office,811315,37,569894,0
office-2003,926736,3,941276,0
office-2007,659753,6,610178,0
office-2007ûnet,890498,0,890498,0
office-automation,730818,1,677733,0
office-interop,701783,1,605267,0
office-politics,652620,2,652718,0
offline,921553,5,628794,0
offline-mode,791948,3,791472,0
offset,693267,2,617392,0
offsetwidth,637593,3,637593,3
offshoring,822852,5,822948,0
offsite,867654,1,867654,1
offtopic,895359,133,937479,-1
ofstream,887700,6,621701,0
oftype,689450,1,918248,0
ogg,810895,3,817755,0
oggvorbis,739712,1,738599,0
ognl,645903,2,612404,0
ogre3d,921074,3,924849,0
ohm,840330,4,839681,2
oid,725910,3,729114,0
olap,686463,2,587000,-1
old-books,912287,0,912287,0
ole,703541,2,663577,0
oledb,731938,14,585104,0
oledbcommand,626073,0,626073,0
oledbconnection,627060,1,898571,0
oledbexception,764974,1,764974,1
olson-database,661905,3,661860,0
oltp,868305,2,869062,1
oma,717046,0,717046,0
oma-dm,717046,0,717046,0
omb,680215,1,700509,0
omg,824259,2,824244,0
omnicomplete,893919,0,877503,-1
omnicppcomplete,893919,0,877503,-1
omnifunc,893919,0,877503,-1
omr,675111,2,675142,1
on-screen-keyboard,717225,3,718449,1
on-the-fly,693469,5,671430,0
onbeforepost,838551,7,838551,7
onbeforeunload,804013,2,804101,0
onblur,737916,1,731882,0
onchange,703132,5,735510,-1
oncheckedchanged,919579,0,919579,0
onclick,892036,10,662516,0
onclientclick,704900,0,704900,0
ondemand,798989,0,798989,0
one,912890,2,912890,2
one-liner,660720,18,660692,-2
one-to-many,709814,6,792643,0
one-to-one,890692,2,772157,0
oneclick,646412,1,646452,0
oneliner,827780,4,613171,1
onenote,783219,1,783219,1
onerror,600397,1,600397,1
onetoone,670810,0,670810,0
onexception,960420,0,960420,0
onkeypress,770257,13,818095,0
online,950033,4,918775,-1
online-judge,929037,1,931090,-1
online-resources,853535,24,711853,0
online-storage,568802,3,568807,0
online-store,954104,0,954104,0
online-tools,616407,3,615568,1
online-video,716321,4,716319,1
onlinebanking,616233,2,616248,0
onload,594976,8,815271,-1
onload-event,946676,4,947501,-1
onmousedown,688886,0,688886,0
onmousemove,874747,5,570628,0
onmouseover,948812,3,757259,0
onmycommand,779324,1,779275,0
onpageloadstring,889570,1,889668,0
onpaint,620624,3,837614,0
onpreinit,582277,1,582376,0
onselect,887759,1,887721,0
onstart,667291,2,667386,0
onsubmit,798370,9,593186,0
ontime,948572,0,948572,0
ontologies,739701,1,739701,1
ontology,569977,2,928192,0
onunload,804013,2,804101,0
onvalidating,582049,1,582049,1
oo,601347,8,731179,-1
oo-design,959201,3,713027,0
ooad,628959,14,609647,0
ood,747993,9,570727,0
oodb,808457,2,607847,0
oodbms,889809,5,743598,0
oolong,653994,1,635044,0
oom,659948,3,658700,0
oome,929951,1,929951,1
ooobasic,958000,1,958000,1
oop,594724,39,837415,-7
oops,617344,6,617342,0
ooxml,858280,1,957024,0
opacity,859017,12,729076,-3
opc,845553,0,845553,0
opcode,944452,7,608411,0
opcode-cache,930942,4,930975,0
opcodes,945448,1,935857,0
open,953744,13,596338,0
open-basedir,715404,1,709983,0
open-classes,887645,6,887893,1
open-discussion,753989,1,743532,0
open-ended,653240,11,751815,0
open-esb,817028,4,817244,0
open-flash-chart,695732,8,695743,1
open-gl,766717,3,766321,2
open-group,663491,1,663501,0
open-mobile-alliance,717046,0,717046,0
open-search,841044,1,841044,1
open-source,947058,38,646129,-12
open-source-awareness,744704,2,744706,0
open-source-contributing,645848,2,645990,0
open-source-contribution,645673,2,645691,0
open-source-contributor,645057,2,645036,0
open-uri,593281,1,593281,1
open-xml-sdk,883412,1,883412,1
openable,650768,2,650778,1
openaccess,670176,2,818047,0
openafs,816403,3,816406,0
openal,907162,3,908352,0
openbd,853221,5,853843,1
openbsd,691793,1,691812,0
opencl,785926,0,785926,0
opencms,744516,5,827233,0
opencobol,845488,2,868725,1
opencv,672041,6,591852,0
openedge,590456,3,592963,1
openfiledialog,930833,4,837476,0
openfire,896060,1,848325,0
openframeworks,685066,1,682568,0
opengl,628827,11,729076,-3
opengl-to-opengles-conve,611360,1,611360,1
opengles,665102,5,748430,-1
openid,696229,16,694920,-3
openid-selector,579560,5,694920,-3
openid2,786338,1,781956,0
openinfowindowhtml,746293,1,746293,1
openjdk,663692,2,663670,0
openjpa,576673,3,577701,0
openlaszlo,762644,1,817897,0
openlayers,813740,3,787171,0
openldap,706563,1,713954,0
openmicroblogging,680215,1,700509,0
openmp,615321,6,835945,0
openmpi,775379,1,778178,0
opennetcf,933983,2,588353,0
openoffice,784525,7,589413,0
openofficeûorg,771483,9,616322,-1
openquery,830509,1,830345,0
openrowset,759416,2,743482,0
openscenegraph,720634,3,645831,0
opensocial,901737,6,761474,0
opensolaris,581979,2,736779,-2
openssh,570460,6,608106,1
openssl,939713,4,590489,0
openstreetmap,925178,4,906815,0
opensuse,772057,1,772057,1
opentools,581386,6,909285,2
opentype,895666,3,895779,1
opentypefont,872596,1,872596,1
openx,694381,3,634261,0
openxml,922342,8,592598,0
opera,645003,5,644937,0
operating,735119,1,735119,1
operating-system,881125,18,938345,-3
operating-systems,684474,7,683763,0
operation,819651,4,819651,4
operation-aborted,778996,2,779026,0
operationcontract,633123,3,633101,1
operations,704532,8,801189,-1
operator,837446,33,631384,-1
operator-overload,776981,4,795221,0
operator-overloading,595960,16,599381,-4
operator-precedence,776529,4,776528,0
operators,808114,77,589565,-1
opinion,649006,28,750816,-3
opos,794521,3,794599,0
optical-drive,586837,2,586811,0
optimisation,815459,6,803336,-2
optimistic,709055,3,709057,0
optimistic-locking,704599,3,860440,0
optimization,885951,60,885922,-5
optimizations,628702,8,629387,0
optimize,763791,6,581265,0
optimizer,768565,1,944557,-2
optimizing,954742,1,954742,1
optimum,826980,1,826228,0
option,637436,8,624667,0
option-infer,667906,1,667904,-1
option-strict,635379,6,635404,-1
optional,884044,6,884043,1
optional-parameters,886049,10,690653,-1
options,946015,5,642717,0
optparse,716090,3,716032,-1
opusscript,872933,1,873023,0
or-designer,817186,5,791193,-1
or-mapper,911005,1,911005,1
ora-01031,830438,2,830438,2
ora-08177,785784,3,785784,3
ora-12547,781719,1,781719,1
ora-12560,565943,2,565951,1
oracle,824858,30,924638,-5
oracle-11g,669078,0,669078,0
oracle-coherence,911744,0,911744,0
oracle-express,906677,0,906677,0
oracle-spatial,588755,1,588755,1
oracle-text,574231,1,574231,1
oracle-xe,707116,5,706501,-2
oracle10g,585410,29,744295,-2
oracle10g-express,954961,0,954961,0
oracle11g,740884,0,740884,0
oracle9i,819218,1,922969,0
oracleapplications,740093,1,570135,0
oracleclient,795562,3,703678,0
oraclecommand,849268,0,849268,0
oracleexception,918181,0,918181,0
oracleforms,886652,3,893810,0
oracleinternals,657925,1,587236,0
oracleportal,825307,0,825307,0
oraclexe,760881,1,761629,0
orbital-mechanics,595617,2,595695,1
orbited,725533,0,725533,0
orca,669753,3,668534,0
orchestration,606876,3,607001,0
order,757254,20,610992,-4
order-by,958642,7,738424,-1
order-of-operations,936926,19,936958,-1
orderby,755157,8,607638,0
ordered-list,779052,5,677666,0
ordereddictionary,719772,5,719772,5
ordering,861238,17,863820,-1
ordinal,870560,4,870572,1
ordinals,649664,2,649664,2
org,816812,1,817039,-1
org-mode,698791,2,700096,0
organization,957049,14,613654,0
organizing,689448,6,689781,-1
orientation,769499,6,639876,0
orkut,729749,2,729751,0
orm,841550,14,593851,-7
orphaned-process,632162,2,632176,0
orthogonal,700333,0,700333,0
orthogonality,633911,15,633898,0
orthographic,705630,1,665694,0
os,564052,28,761662,-2
os-agnostic,714135,3,714122,1
os-x,855902,2,855909,1
osdev,668808,3,668808,3
oses,903338,2,903338,2
osg,645831,0,645831,0
osgi,905262,5,903812,-2
osi,681369,2,681346,-1
osisoft,644491,0,644491,0
osk,717225,3,718449,1
oslo,676722,3,900033,0
oss,645255,2,641380,0
ostream,673389,12,673286,0
ostringstream,624291,18,624279,0
osx,693942,20,874382,-4
osûsystem,682824,7,682807,1
other,927130,4,929224,0
other-peoples-bugs,575344,1,575331,0
otp,770087,8,769898,0
out,901414,1,901414,1
out-of-band,591104,1,590087,0
out-of-memory,597502,8,658178,0
out-of-process,627011,1,627011,1
out-of-support,743632,3,743635,1
out-parameters,705131,3,821774,0
outargument,836453,7,836453,7
outdated,683522,19,763503,-1
outer,746291,1,746291,1
outer-join,658262,5,625760,0
outgoing-mail,874008,2,874014,1
outliers,741406,1,741397,0
outline,742245,3,668901,0
outline-mode,641113,2,641773,0
outlook,853115,5,595346,-1
outlook-object-model,860202,1,700069,0
outlook-vba,889762,1,890976,0
outlook2003,860202,1,652720,0
outlook2007,868143,2,613592,-1
outlookaddin,719073,2,676106,0
outofmemory,867380,2,867380,2
outofmemoryerror,717559,8,612710,0
outofmemoryexception,809193,5,569935,0
outofrangeexception,598810,7,598805,2
output,588160,8,741785,-1
output-buffering,658043,7,619810,0
output-device,816509,4,816916,0
output-parameter,839055,1,834156,0
output-redirect,731632,2,731785,1
outputcache,903429,2,622670,0
outputs,815944,1,815944,1
outputstream,825972,2,825777,0
outsourcing,746221,12,746220,0
overengineering,750130,35,576566,-1
overflow,860564,12,713285,-1
overhead,927466,12,674658,0
overkill,912797,2,912820,0
overlap,903610,2,724723,-1
overlay,843559,5,629531,0
overload,670335,5,614821,0
overloading,758209,17,644481,-1
override,888313,18,674549,-3
overriding,786794,10,736658,0
overtime,878229,17,878197,0
overview,697292,3,697084,0
overwrite,592073,6,592095,0
overwriting,837878,2,837906,0
owa,677164,0,677164,0
owasp,764582,3,939198,0
owl,845562,3,838795,0
owner,843044,5,755140,0
owner-drawn,696521,1,696521,1
ownerdrawn,924203,1,894951,0
ownership,935613,3,777819,0
oxite,604002,1,602238,0
p-invoke,635871,2,635846,1
p2p,911304,4,597314,0
p4,918595,5,564635,1
p4git,802295,2,799590,0
p4merge,867165,1,867165,1
pabbrev,823395,2,822273,0
pabx,733592,0,733592,0
pack,657914,8,854043,0
pack-unpack,686779,2,691009,1
pack-uri,857755,1,857755,1
package,821042,10,646524,0
package-explorer,797672,6,797640,0
package-management,621304,3,621263,-1
package-managers,597727,2,597763,0
packagemaker,640720,2,646923,1
packages,709188,15,709105,-1
packaging,598397,6,588800,-4
packet,666879,4,605032,0
packet-capture,695437,2,695072,0
packetfu,775332,2,775609,1
packets,769058,8,960691,0
packing,845476,10,832977,0
pacman,622384,4,622410,1
pad,582234,2,582234,2
padding,839427,12,667187,-1
page,743610,9,582535,0
page-break,884143,1,884143,1
page-init,940452,3,940488,0
page-layout,859729,3,773467,-1
page-lifecycle,760919,10,576130,0
page-load,807891,8,619833,-4
page-replacement,765756,0,765756,0
page-setup,670086,2,670146,0
pagebreak,622424,4,635661,0
pagefunction,642575,2,642575,2
pageload,666504,1,666463,-1
pagemethod,611884,2,611984,1
pagemethods,579046,5,573203,0
pageparserfilter,584386,0,584386,0
pagerank,619255,17,633100,-1
pagerequestmanager,597123,3,588869,0
pages,757858,1,757861,0
pagination,655894,6,655926,-2
paging,743102,4,581635,0
paint,597401,5,600598,0
painting,651642,5,610118,0
pair,903119,10,888812,-1
pair-programming,668177,28,669353,0
pairs,909467,7,909590,0
palette,833649,1,832977,0
palindrome,661121,96,679985,-3
palm,619650,3,619646,0
palm-os,757154,5,796266,0
pam,804839,4,804839,4
pan,584500,4,584477,1
panel,847593,7,616322,-1
panel-visibile-problem,905679,2,905679,2
panels,877741,6,695495,0
panels-default-button,700296,0,700296,0
panic,689682,5,566838,0
paperclip,852768,3,620897,0
papervision3d,776277,8,665231,0
par,596215,5,603425,1
paradigms,907039,12,596505,0
paradox,609068,1,714182,0
paragraph,907321,15,907435,1
parallel,959001,7,589984,0
parallel-inheritance,696380,7,696376,0
parallel-port,693343,2,695391,0
parallel-processing,605631,19,621787,-1
parallel-programming,569556,10,570260,1
parallelism,844594,0,844594,0
parallelization,590205,1,590205,1
parallels,871998,1,675619,0
paralysis,749430,5,749419,0
param,893265,0,893265,0
parameter,898974,12,898981,-3
parameter-binding,776727,3,776727,3
parameter-passing,700565,7,700559,0
parameter-sniffing,866973,1,866790,0
parameterbinding,614340,0,614340,0
parameterized,675437,9,613997,0
parameters,772064,28,748499,-2
parameters-mvc,637524,0,637524,0
paramiko,850865,2,762686,0
params,786794,10,639763,0
params-keyword,601231,3,601266,0
parasoft,828696,2,828694,0
paredit,913823,2,914380,1
parent,843044,5,869936,-1
parent-child,597316,5,926233,-2
parental-filter,926900,3,926900,3
parentheses,719498,3,865237,0
parents,665674,1,665674,1
pari,953888,0,953888,0
parody,705861,6,705885,0
parrot,728751,1,728751,1
parse,894271,22,605844,-1
parse-error,726820,2,727203,-1
parse-recdescent,951953,5,951961,0
parseint,808274,5,808289,0
parser,676280,12,953604,-1
parser-generator,672585,7,952680,-1
parsers,607803,13,603694,-1
parsing,931815,24,688279,-4
part,687262,2,687257,0
part-time,732763,2,732751,0
partcover,702867,2,708139,0
parted,775639,2,775764,1
partial,882587,6,762535,0
partial-builds,847112,3,847931,1
partial-classes,651921,6,604005,0
partial-mocks,806119,0,806119,0
partial-page-refresh,655863,1,655863,1
partial-postback,914314,2,914393,0
partial-specialization,601023,3,601037,0
partial-trust,745943,1,745903,0
partial-views,600532,5,912774,-1
partialcaching,903429,2,894579,0
partials,723025,4,636854,-1
particle,901898,1,901903,0
partition,891763,2,918929,-1
partitioning,640495,6,575065,0
partitions,895674,2,758396,0
party,936964,31,937479,-1
pascal,928120,9,592387,0
pass,960716,5,960770,0
pass-by-name,838107,4,838139,0
pass-by-reference,795186,23,579788,0
pass-by-value,795186,23,713659,0
passenger,849215,9,583295,0
passion,764199,18,764203,0
passive-view,854854,8,854915,-2
passphrase,575189,8,577053,0
passthru,767322,2,767322,2
passwd,799571,4,799358,-2
password,712363,28,701107,-2
password-attack,570437,1,570437,1
password-complexity,831089,1,831089,1
password-hash,741809,6,741815,1
password-policy,713638,3,585029,0
password-protection,747143,5,662744,0
password-recovery,922824,6,731166,0
password-retrieval,891798,0,891798,0
password-storage,606297,2,606367,0
passwordbox,938117,1,938117,1
passwords,615709,35,747410,-1
paste,715589,8,582537,0
pastebin,834057,2,887288,1
pasteboard,598622,0,598622,0
patch,573858,7,573855,0
patches,597745,11,597746,1
patent,702851,4,702828,-1
patents,613489,11,585015,0
path,670493,19,606250,-1
path-finding,623108,4,623101,0
path-manipulation,804766,4,804753,-1
pathfinding,845630,7,873392,-1
pathping,633691,1,887676,0
paths,760641,7,694345,0
patricia,674873,0,674873,0
patricia-trie,794673,1,856995,0
pattern,874109,7,574105,0
pattern-matching,653180,9,712067,-1
pattern-recognition,618407,2,632967,0
patternrecognition,939766,7,940041,1
patterns,701135,22,889244,-3
patterns-and-practices,873637,3,841880,-1
pattren,926602,3,931260,1
paul-graham,751176,8,752894,0
pause,902269,12,902313,-1
pay,824193,6,806306,1
payload,594566,8,594559,0
payment,663935,34,664341,-1
payment-gateway,619127,2,649535,0
payments,738408,2,738410,1
paypal,886251,6,714374,0
paypal-subscriptions,898030,2,897983,0
pbcopy,816342,3,639912,0
pbx,725996,2,700425,0
pc,598901,0,598901,0
pcap,912869,2,600101,0
pcdata,857908,10,857906,0
pch,645759,1,659699,0
pci,867608,3,714177,0
pci-configuration,809707,0,809707,0
pcl,632994,1,879347,-4
pcm,585896,2,619427,0
pcode,616566,1,616566,1
pcre,840820,8,797030,-2
pda,575014,4,574986,-2
pdb,723186,4,933895,-1
pdbstr,695132,1,703298,0
pdf,767172,13,879347,-4
pdf-form,640102,1,640093,0
pdf-generation,577089,6,566184,-1
pdf-parsing,752920,1,774150,0
pdf-reader,905712,2,905691,0
pdf-to-html,956529,0,956529,0
pdfa,569166,1,569166,1
pdflatex,721784,4,567885,0
pdflib,767172,13,767173,0
pdfsharp,883484,3,711731,0
pdftex,785679,2,785659,0
pdo,651651,6,690879,-2
pdt,888716,2,599621,0
pe,791565,5,719792,0
pe-kind,886079,0,886079,0
pear,736416,7,596661,0
pebkac,904230,3,886514,0
pecl,677093,1,685440,0
pedal-shortcuts,762045,6,762057,0
pedantic,859979,6,859964,0
peek,844853,2,844852,0
peer-review,679632,27,669353,0
peer-to-peer,811366,5,576082,0
pem,723401,2,729384,0
pen,740268,0,740268,0
pen-tablet,752180,1,752290,0
pen-testing,725553,0,725553,0
pentaho,854300,3,862152,0
people,712908,14,569448,0
people-skills,580404,24,956081,-1
peoplesoft,607244,3,571800,0
peopleware,882791,15,886030,0
pep8,648598,2,648444,0
percent,764998,5,811589,0
percentage,838571,14,567764,0
perception,833723,3,833692,0
perceptron,696410,2,645395,1
perfmon,582579,1,888931,-2
perfomance,697957,9,855843,0
perforce,588275,6,767239,-1
perforce-branch-spec,598578,1,598578,1
perforce-client-spec,598578,1,598578,1
perforce-integrate,598578,1,598578,1
performance,808114,77,597309,-5
performance-comparison,577856,42,903969,-1
performance-monitor,582579,1,585201,0
performance-monitoring,670136,4,669851,0
performance-testing,779651,4,780887,0
performance-tuning,895593,15,623156,-1
performancecounter,636354,2,888931,-2
performancepoint,788184,2,788199,0
performence,702673,1,702673,1
perimeter,705125,0,705125,0
periodic,692867,1,692867,1
periodically,758931,5,759590,0
peripherals,919836,2,916696,0
perl,885951,60,641472,-13
perl-gd,695202,1,695202,1
perl-lwp,814733,2,814624,0
perl-module,607342,10,607768,3
perl-moose,622480,6,622553,0
perl-xs,725997,14,731362,0
perl4,798014,3,798042,0
perl6,713765,13,713200,1
perldoc,845509,3,846465,0
perltk,611477,3,903052,0
permalinks,903970,1,878396,0
permgen,697428,5,697353,2
permission,622873,7,661072,0
permission-denied,728002,9,727960,0
permissions,815359,10,629034,-1
permutation,635877,12,710689,-3
permutations,856776,0,856776,0
persist,714897,3,714894,0
persistance,934076,8,718680,0
persistence,630150,8,668002,-1
persistence-ignorance,905711,3,905971,0
persistence-unit,742804,0,742804,0
persistent,854366,1,850503,0
personal,657443,73,664790,-6
personal-development,819016,47,578377,0
personal-growth,626086,8,626296,0
personal-info,657433,3,657417,1
personal-project,784880,7,755425,0
personality,651485,1,651507,0
personalization,670881,1,670881,1
perspectivecamera,715014,0,715014,0
perspectives,640860,1,630120,0
perstûnet,776705,4,776687,0
pervasive,632693,1,632693,1
pessimistic,671218,2,671218,2
pet-project,601792,17,575673,0
pets,866181,1,866089,0
peverify,760419,0,760419,0
pex,780468,2,780282,0
pfx,670655,2,753213,0
pg-dump,602739,7,686692,3
pgm,571665,1,571665,1
pgp,771376,6,787432,0
pgsql,888055,0,888055,0
pharlap,764729,1,764695,0
pharo,575358,3,917046,1
phd,669975,11,831718,0
philosophical,708066,16,583020,0
philosophy,736377,38,736379,-3
phing,749407,2,623758,0
phishing,837802,3,815262,0
phishingfilter,606504,1,606446,0
phobos,773406,8,693921,1
phoenix,882183,1,882183,1
phone,774858,11,764620,-2
phone-number,650431,8,650424,-1
phone-numbers,870717,4,895889,0
phonecalls,910072,1,910072,1
phonegap,838114,2,829685,-1
phonetics,719856,2,673710,1
phonon,578532,2,832388,0
photo,935613,3,846208,-3
photo-gallery,715171,1,715171,1
photo-management,692963,1,692963,1
photobucket,840654,3,840695,1
photograph,662694,7,662694,7
photos,703945,4,619401,0
photoshop,717035,9,579112,0
php,694309,44,788908,-10
php-capabilities,713104,3,713098,0
php-cli,692217,7,729155,-1
php-extension,576580,9,576696,0
php-form-processing,846025,14,846024,0
php-mode,917753,4,917753,4
php-modules,840783,2,867475,0
php-pdo,719531,2,719532,0
php-safe-mode,802872,2,802872,2
php-soapclient,941842,2,941842,2
php4,607923,9,688868,-1
php5,808365,12,612444,-3
php5û3,716985,12,888236,0
php6,716985,12,833684,0
phpbb,628170,1,630313,-1
phpbb3,839390,1,839396,0
phpdoc,805156,2,638681,0
phpdocumentor,871085,0,871085,0
phped,751432,2,771921,0
phpinfo,872843,2,872918,0
phpmailer,807988,4,756909,0
phpmyadmin,837206,8,660180,0
phpunit,569383,4,936457,-2
phpûini,786551,4,928569,-1
phusion,849215,9,623537,0
phxsoftware,670200,0,670200,0
physical-design,746362,2,746028,1
physics,573108,19,940070,-1
pia,882861,1,886467,0
pic,800702,5,688093,0
pic18,603449,6,603367,-3
piccolo,703173,2,703189,1
picker,727978,3,677727,0
picking,592721,2,592721,2
pickle,890502,15,890523,-2
picocontainer,955367,1,863147,0
picture,669552,4,664007,0
picturebox,570627,4,570628,0
picturegallery,669558,0,669558,0
pictures,571811,6,657690,0
pid,568285,8,838457,-2
pie,931830,2,931814,0
piglatin,851369,1,851486,0
pil,890114,8,593936,0
pimpl-idiom,825033,9,843413,0
pin,893651,6,893709,1
pinax,624893,7,705064,0
ping,757343,11,770988,-1
pingback,746143,4,746143,4
pinvoke,736238,8,793181,-1
pip,705306,1,705306,1
pipe,899800,6,817251,0
pipeline,650771,3,652181,0
pipes,712508,15,871503,-4
pipes-filters,694279,2,694279,2
piracy,846423,10,950163,0
piracy-prevention,846423,10,856979,0
piracy-protection,903798,1,903805,0
pisa,787646,2,787646,2
pitfalls,695888,15,779940,0
pivot,649833,2,604536,0
pivot-table,716699,1,716702,0
pivotaltracker,816384,1,816384,1
pivottable,726191,2,726215,0
pixel,724877,12,858675,-1
pixel-bender,659503,1,659513,0
pixel-fonts,881769,1,826235,0
pixel-format,848957,3,848957,3
pixels,925158,6,925154,-1
pkcs#11,813163,0,813163,0
pkcs#12,673939,1,663963,0
pkcs#8,810301,1,836020,0
pkcs11,804839,4,804839,4
pkcs7,579059,1,579059,1
pkg-resources,676517,1,744882,0
pki,650024,2,613109,0
pl-sql,645021,7,645012,-2
placeholder,830332,1,830332,1
plagiarism,687348,1,686907,0
plaintext,952293,11,952374,0
plan,724557,3,724527,0
planet,840693,2,840776,1
planning,623555,12,575816,0
planning-game,838431,2,838422,0
plasma,915666,3,916001,1
plasmoid,915666,3,797398,0
plasticscm,694780,1,695032,0
platform,956532,10,822076,0
platform-agnostic,911022,5,705175,0
platform-builder,851927,0,851927,0
platform-independent,919981,10,911020,0
platform-sdk,771888,1,771888,1
platform-specific,633465,2,597583,0
platformbuilder,851927,0,851927,0
play,668402,2,593966,0
playback,873722,3,793971,0
player,652781,2,651863,0
playing,608320,2,652313,0
playlist,708902,2,709922,1
playsound,876689,1,876689,1
playstation,720176,0,720176,0
plc,758367,2,758367,2
plesk,565659,3,579411,-3
plinq,857583,1,858506,0
plist,648432,5,576690,0
plone,865400,5,828539,-2
plone3,631666,1,692683,0
plot,567327,16,567422,0
plotting,742062,5,607007,0
ploymorphism,886997,4,887001,1
plpgsql,683903,4,683892,0
plsql,576824,10,924638,-5
plt-scheme,813627,7,765507,1
plug-and-play,631383,0,631383,0
plug-in,742142,1,948749,-1
plugin,872475,13,648346,-4
plugin-development,655054,2,833296,0
plugins,932072,10,707430,-1
plumbing,599569,3,599569,3
plumtree,664777,0,664777,0
ply,842248,1,842331,0
plzsendtehcodez,904048,5,891463,-4
pmd,589886,1,618030,0
pmtu,900725,2,900702,1
png,694085,10,714932,-4
png-24,868922,2,871428,1
png-8,775754,1,776066,-1
png-hack,703430,2,887969,0
pngbitmapencoder,944817,3,945393,1
pocketpc,652697,3,650179,0
poco,725365,27,617331,0
